"Date","Department","Category","Region","Budget Amount","Actual Amount","Payment Method","Transaction ID"
"2023-05-23","Finance","Utilities","South","13866","35605","Card","TXN105084"
"2021-05-09","Sales","Marketing","North","119181","121054","Card","TXN105085"
"2022-03-14","Operations","Salaries","South","135369","69758","Card","TXN105086"
"2023-01-21","Operations","Marketing","West","109889","131637","Bank Transfer","TXN105087"
"2022-05-16","IT","Training",,"12940","93544","UPI","TXN105088"
"2023-12-18","Finance","Salaries","Central","104580","13553","Cash","TXN105089"
"2021-07-30","Operations","Travel","North","74556","83834","UPI","TXN105090"
"2023-06-21","Marketing","Training","Central","122012","151536","Cash","TXN105091"
"2021-02-14","Finance","Marketing","South","32789","107869","Bank Transfer","TXN105092"
"2022-06-19","Sales","Salaries","South","27886","125804","UPI","TXN105093"
"2022-04-06","Marketing","Training","West","27129","16500","UPI","TXN105094"
"2022-01-26","IT","Travel","South","142580","32729","Cash","TXN105095"
"2023-12-04","HR","Utilities","South","87507","164614","Cash","TXN105096"
"2021-01-27","Marketing","Infrastructure","Central","139539","104239","Bank Transfer","TXN105097"
"2023-03-05","Sales","Salaries","Central","137660","140235","UPI","TXN105098"
"2023-09-02","Marketing","Utilities","North","50519","59968","UPI","TXN105099"
"2022-07-02","Finance","Travel","North","144730","65728","UPI","TXN105100"
"2022-09-13","Finance","Utilities","South","33361","118215","Card","TXN105101"
"2022-07-21","Sales","Marketing","East","98529","59947","Cash","TXN105102"
"2022-12-05","Finance","Infrastructure","North","127131","102831","UPI","TXN105103"
"2021-07-04","Marketing","Salaries","South","50284","107360","Card","TXN105104"
"2023-12-29","HR","Training","Central","29432","50691","UPI","TXN105105"
"2023-04-28","Marketing","Travel","West","79578","19634","Cash","TXN105106"
"2022-08-22","HR","Infrastructure","Central","96059","23719","UPI","TXN105107"
"2023-03-17","Finance","Travel","Central","145274","17861","UPI","TXN105108"
"2021-03-20","Marketing","Utilities","West","55205","134907","Bank Transfer","TXN105109"
"2022-08-02","Finance","Travel","Central","17773","142846","Bank Transfer","TXN105110"
"2022-02-17","HR","Travel","North","27671","9459","UPI","TXN105111"
"2022-06-30","Finance","Utilities","Central","18301","114437","Card","TXN105112"
"2021-06-18","Operations","Utilities","West","138017","8005","Card","TXN105113"
"2022-11-12","IT","Infrastructure","South","63971","136804","Card","TXN105114"
"2022-08-06","Marketing","Salaries","South","61942","80474","UPI","TXN105115"
"2022-05-30","Operations","Utilities","South","84188","16109","Card","TXN105116"
"2021-02-01","Finance","Infrastructure","West","92663","11829","Bank Transfer","TXN105117"
"2021-10-14","Finance","Travel","West","28794","22148","UPI","TXN105118"
"2022-08-17","IT","Travel","North","103904","162326","Bank Transfer","TXN105119"
"2023-12-03","Finance","Training","West","56536","17077","Bank Transfer","TXN105120"
"2022-09-09","IT","Marketing","South","84170","108374","Card","TXN105121"
"2023-10-22","Marketing","Utilities","West","11833","106464","Bank Transfer","TXN105122"
"2021-09-27","HR","Infrastructure","East","43653","50177","Bank Transfer","TXN105123"
"2022-06-02","IT","Training","Central","13604","24551","Cash","TXN105124"
"2023-10-31","IT","Infrastructure","North","146429","110216","Cash","TXN105125"
"2022-08-06","Operations","Salaries","South","38932","125290","Cash","TXN105126"
"2021-08-14","Finance","Training","South","71719","12439","Card","TXN105127"
"2022-11-01","Marketing","Infrastructure","East","75415","94027","Card","TXN105128"
"2023-07-06","HR","Utilities","North","74413","83281","Bank Transfer","TXN105129"
"2021-05-06","Sales","Infrastructure","Central","95141","123137","Bank Transfer","TXN105130"
"2023-08-14","IT","Marketing","North","138826","162190","Card","TXN105131"
"2021-03-15","Sales","Travel","North","116647","92457","UPI","TXN105132"
"2021-02-25","Finance","Travel","South","131625","87014","UPI","TXN105133"
"2022-12-21","IT","Training","West","11596","69904","UPI","TXN105134"
"2022-07-07","Sales","Infrastructure","Central","123675","92877","Cash","TXN105135"
"2021-02-01","Operations","Infrastructure","North","40733","87582","Bank Transfer","TXN105136"
"2022-07-28","Sales","Infrastructure","East","118030","10664","UPI","TXN105137"
"2022-10-29","Operations","Infrastructure","South","19757","61254","Cash","TXN105138"
"2021-10-11","HR","Marketing","West","94412","142306","Bank Transfer","TXN105139"
"2021-07-06","Finance","Utilities","West","35917","54274","UPI","TXN105140"
"2022-05-13","Marketing","Marketing","South","107054","26561","UPI","TXN105141"
"2021-05-10","Sales","Marketing","North","132851","137242","Cash","TXN105142"
"2022-10-01","IT","Marketing","South","48321","136830","UPI","TXN105143"
"2021-04-24","Finance","Travel","West","91193","102451","Bank Transfer","TXN105144"
"2021-01-13","Sales","Marketing","West","85462","116981","UPI","TXN105145"
"2022-03-20","IT","Infrastructure","East","75549","20594","Cash","TXN105146"
"2022-03-23","IT","Marketing","East","100302","38504","UPI","TXN105147"
"2023-09-13","Marketing","Infrastructure","West","147065","139972","Cash","TXN105148"
"2023-09-20","Marketing","Training","East","132293","132500","Card","TXN105149"
"2022-12-16","IT","Utilities","East","79638","41516","UPI","TXN105150"
"2021-03-15","Marketing","Travel","East","11104","62024","Bank Transfer","TXN105151"
"2022-06-21","IT","Utilities","West","45580","113835","UPI","TXN105152"
"2021-04-11","Sales","Training","North","48899","169913","Cash","TXN105153"
"2021-06-25","HR","Utilities","North","114932","41795","Card","TXN105154"
"2022-03-03","Marketing","Travel","Central","72774","133721","Bank Transfer","TXN105155"
"2021-02-10","Operations","Infrastructure","East","123145","107444","UPI","TXN105156"
"2022-03-05","Operations","Training","North","116135","122347","Card","TXN105157"
"2021-12-10","Operations","Training","Central","92721","114733","Cash","TXN105158"
"2022-01-01","HR","Infrastructure","South","124301","103369","Bank Transfer","TXN105159"
"2022-09-01","IT","Infrastructure","East","63696","29209","Cash","TXN105160"
"2022-10-19","IT","Travel","North","16428","12553","UPI","TXN105161"
"2022-12-29","Finance","Marketing","North","91177","117028","Cash","TXN105162"
"2021-08-17","Operations","Salaries","North","14140","38714","Card","TXN105163"
"2023-04-05","Operations","Marketing","Central","12792","154513","Cash","TXN105164"
"2023-06-08","IT","Marketing","South","78259","58906","Bank Transfer","TXN105165"
"2023-09-11","Operations","Utilities","East","97496","31376","Card","TXN105166"
"2023-04-16","IT","Salaries","North","112492","42378","UPI","TXN105167"
"2021-04-27","IT","Infrastructure","West","37089","110743","Cash","TXN105168"
"2023-03-29","Marketing","Marketing","East","10603","21650","Cash","TXN105169"
"2022-01-03","IT","Travel","West","17150","137259","UPI","TXN105170"
"2021-06-17","Sales","Marketing","Central","123193","66831","UPI","TXN105171"
"2023-08-12","Sales","Infrastructure","North","66048","12758","Cash","TXN105172"
"2022-10-23","Sales","Marketing","East","32346","129207","UPI","TXN105173"
"2022-11-26","Sales","Training","East","91478","101306","Card","TXN105174"
"2023-07-14","HR","Utilities","North","78311","154379","Bank Transfer","TXN105175"
"2021-06-01","Finance","Utilities","South","144711","106549","Card","TXN105176"
"2022-08-09","Finance","Marketing","Central","100702","148541","Cash","TXN105177"
"2023-07-02","IT","Utilities","North","136450","149592","Card","TXN105178"
"2021-10-01","Operations","Travel","East","76386","168958","Cash","TXN105179"
"2022-05-11","Sales","Salaries","South","59591","125020","Card","TXN105180"
"2021-04-11","Finance","Marketing","East","83336","82032","Cash","TXN105181"
"2022-07-11","Finance","Travel","West","131545","117418","UPI","TXN105182"
"2021-03-14","Sales","Training","East","82111","131286","Card","TXN105183"
"2023-11-04","HR","Travel","Central","53955","57146","Cash","TXN105184"
"2021-06-06","HR","Travel","North","104535","69771","UPI","TXN105185"
"2023-01-05","Finance","Training","East","138256","133232","Cash","TXN105186"
"2021-05-12","HR","Infrastructure","West","40249","34613","Card","TXN105187"
"2023-10-16","Marketing","Marketing","West","31577","109270","Card","TXN105188"
"2022-07-13","Sales","Marketing","North","125945","153156","Cash","TXN105189"
"2021-04-17","Finance","Marketing","West","54639","149980","UPI","TXN105190"
"2021-09-22","Sales","Salaries","North","42001","35396","Bank Transfer","TXN105191"
"2021-06-04","HR","Travel","Central","28199","53606","Cash","TXN105192"
"2023-09-15","Sales","Marketing","North","110580","77538","Cash","TXN105193"
"2023-09-24","HR","Utilities","South","76986","9360","Bank Transfer","TXN105194"
"2021-09-04","HR","Infrastructure","West","107989","123127","Cash","TXN105195"
"2022-06-15","Sales","Training","West","113210","143425","Card","TXN105196"
"2023-05-08","HR","Training","East","81384","90702","Card","TXN105197"
"2022-06-22","Marketing","Salaries","South","140171","83542","UPI","TXN105198"
"2022-12-30","IT","Training","East","54738","34649","Bank Transfer","TXN105199"
"2021-06-03","Sales","Infrastructure","North","97272","129354","Cash","TXN105200"
"2021-04-02","IT","Travel","Central","91470","84159","Card","TXN105201"
"2021-12-04","Sales","Training","West","89691","154967","Cash","TXN105202"
"2022-03-26","HR","Training","Central","49101","159944","Bank Transfer","TXN105203"
"2023-03-21","HR","Utilities","North","103884","65805","Card","TXN105204"
"2023-02-26","Finance","Travel","North","69036","124439","Bank Transfer","TXN105205"
"2021-09-30","Marketing","Marketing","South","26674","41606","Cash","TXN105206"
"2022-08-11","Finance","Infrastructure","East","33892","125897","UPI","TXN105207"
"2021-06-26","IT","Training","West","126106","76320","Cash","TXN105208"
"2023-04-11","HR","Utilities","West","129998","73376","Cash","TXN105209"
"2022-10-05","Finance","Infrastructure","Central","97558","95514","Bank Transfer","TXN105210"
"2023-12-09","HR","Salaries","South","70487","140423","Card","TXN105211"
"2022-07-21","Sales","Utilities","North","28580","73741","Bank Transfer","TXN105212"
"2022-10-28","Finance","Salaries","South","141533","135185","Card","TXN105213"
"2023-05-18","IT","Training","West","124048","155640","Cash","TXN105214"
"2023-12-06","Finance","Utilities","East","132647","96665","Cash","TXN105215"
"2021-10-29","HR","Marketing","Central","145804","80438","UPI","TXN105216"
"2023-05-18","Operations","Infrastructure","North","92565","46270","UPI","TXN105217"
"2023-07-01","Operations","Infrastructure","North","71957","70330","Bank Transfer","TXN105218"
"2022-02-12","Marketing","Travel","North","42639","121546","Card","TXN105219"
"2023-04-02","HR","Utilities","East","55134","62930","UPI","TXN105220"
"2022-07-15","Sales","Utilities","West","85298","155032","UPI","TXN105221"
"2022-04-09","Finance","Salaries","West","59967","158195","Cash","TXN105222"
"2021-05-24","Operations","Utilities","South","18040","137323","Cash","TXN105223"
"2022-03-18","Sales","Infrastructure","South","134970","11336","Bank Transfer","TXN105224"
"2022-05-02","HR","Utilities","West","47666","64037","Bank Transfer","TXN105225"
"2023-05-10","Sales","Travel","North","144276","48310","Card","TXN105226"
"2021-05-28","HR","Travel","East","43897","34684","UPI","TXN105227"
"2023-12-31","Marketing","Infrastructure","West","56750","154450","Cash","TXN105228"
"2023-03-22","Finance","Infrastructure","East","53015","141427","Card","TXN105229"
"2022-10-28","Sales","Infrastructure","Central","28181","71286","UPI","TXN105230"
"2021-03-31","Finance","Utilities","North","128102","162830","Card","TXN105231"
"2021-07-18","Sales","Utilities","Central","28868","109703","Card","TXN105232"
"2022-06-22","HR","Marketing","West","98143","14737","Bank Transfer","TXN105233"
"2021-10-28","HR","Training","South","34107","122313","UPI","TXN105234"
"2022-12-25","Sales","Training","West","27072","107324","Card","TXN105235"
"2023-08-21","Marketing","Salaries","Central","55955","8240","Card","TXN105236"
"2021-03-09","HR","Utilities","East","138112","141124","Card","TXN105237"
"2022-04-04","IT","Marketing","West","103122","13334","Bank Transfer","TXN105238"
"2022-02-02","IT","Marketing","South","38478","107906","Bank Transfer","TXN105239"
"2022-09-12","Finance","Travel","Central","97921","159945","Cash","TXN105240"
"2022-12-31","IT","Utilities","West","131787","66758","Bank Transfer","TXN105241"
"2022-07-10","IT","Marketing","Central","40028","123056","Bank Transfer","TXN105242"
"2023-02-20","Marketing","Travel","Central","40112","91996","UPI","TXN105243"
"2023-06-13","Marketing","Salaries","North","65573","87664","UPI","TXN105244"
"2022-09-02","Operations","Travel","East","127527","99558","Card","TXN105245"
"2023-01-18","Operations","Salaries","North","62226","113413","Cash","TXN105246"
"2021-10-09","Marketing","Training","Central","46146","65352","Bank Transfer","TXN105247"
"2022-10-23","Operations","Training","South","135981","39943","UPI","TXN105248"
"2023-07-13","Marketing","Infrastructure","South","54568","110733","Cash","TXN105249"
"2023-09-23","Operations","Infrastructure","North","104816","149541","UPI","TXN105250"
"2023-01-16","HR","Travel","South","90224","131272","Card","TXN105251"
"2021-03-28","Marketing","Infrastructure","Central","24350","91771","Bank Transfer","TXN105252"
"2023-03-02","Finance","Utilities","West","114752","62579","Card","TXN105253"
"2021-10-31","Finance","Travel","Central","44045","155320","Card","TXN105254"
"2021-05-10","Marketing","Marketing","West","130758","40074","UPI","TXN105255"
"2022-08-19","IT","Utilities","South","131684","49738","Cash","TXN105256"
"2022-07-12","Finance","Travel","East","139663","132578","Bank Transfer","TXN105257"
"2023-06-18","IT","Training","East","17353","122467","Cash","TXN105258"
"2021-03-19","Finance","Salaries","Central","18578","35830","Card","TXN105259"
"2023-02-23","Sales","Infrastructure","Central","83203","12482","Bank Transfer","TXN105260"
"2022-11-05","Sales","Infrastructure","South","10013","145324","Card","TXN105261"
"2021-08-26","Marketing","Infrastructure","East","66549","96402","UPI","TXN105262"
"2021-10-05","Finance","Travel","East","128163","142343","Cash","TXN105263"
"2023-11-08","HR","Utilities","Central","59155","166900","Cash","TXN105264"
"2022-06-08","IT","Salaries","East","103181","149876","Card","TXN105265"
"2021-06-29","Finance","Infrastructure","Central","144362","169527","Cash","TXN105266"
"2021-05-03","Marketing","Utilities","North","137771","11508","Cash","TXN105267"
"2023-12-11","IT","Marketing","East","71282","47744","Card","TXN105268"
"2023-12-31","Operations","Training","West","137191","28276","Bank Transfer","TXN105269"
